Airline,Percent Leisure Travelers, Average Business Fare , Average Leisure Fare ,Utilization,How advertised,Gate fees charged to each passenger,Gallons of Fuel Used,Origin City,Destination City,Domestic Flight
SC Airlines,56.6%, $556.16 , $395.56 ,75.4%,Billboard,$23.82,7181,MIA,BOS,TRUE
SC Airlines,57.9%, $569.65 , $273.09 ,64.5%,None,$24.20,6728,BWI,LAX,TRUE
SC Airlines,73.9%, $961.61 , $403.09 ,72.0%,Billboard,$23.59,7828,TPA,MSP,TRUE
Columbia,87.0%, $736.24 , $391.10 ,89.6%,Billboard,$0.00,7822,SFO,LAX,TRUE
Columbia,83.8%, $887.11 , $374.03 ,80.2%,Billboard,$0.00,7233,PHL,LGA,TRUE
SC Airlines,78.8%," $1,074.37 ", $344.70 ,67.1%,Billboard,$19.79,7747,DTW,SAN,TRUE
SC Airlines,59.8%, $925.03 , $325.60 ,77.2%,Billboard,$20.27,6202,DCA,ATL,TRUE
SC Airlines,52.9%, $518.94 , $335.03 ,68.4%,Billboard,$16.51,6941,DTW,LAS,TRUE
Columbia,80.0%, $821.39 , $354.46 ,75.6%,Billboard,$0.00,6533,ATL,ORD,TRUE
Columbia,79.1%, $879.66 , $335.12 ,81.0%,Billboard,$0.00,7955,LAS,TPA,TRUE
Columbia,87.8%, $568.20 , $397.65 ,81.1%,None,$0.00,6475,ATL,LAS,TRUE
SC Airlines,60.1%," $1,143.75 ", $354.63 ,65.9%,Billboard,$24.14,7976,SAN,ATL,TRUE
Columbia,81.3%, $832.09 , $359.43 ,76.4%,None,$0.00,6456,LAS,DFW,TRUE
SC Airlines,53.1%," $1,170.94 ", $357.07 ,67.4%,Billboard,$24.79,7488,MSP,PHL,TRUE
SC Airlines,49.5%, $500.91 , $256.21 ,69.3%,None,$18.46,7481,DTW,MSP,TRUE
SC Airlines,50.1%," $1,154.01 ", $324.16 ,71.1%,None,$17.84,7948,MIA,DTW,TRUE
SC Airlines,67.5%, $512.25 , $305.07 ,67.4%,Billboard,$15.84,7965,PHL,DEN,TRUE
SC Airlines,74.7%, $920.26 , $618.98 ,100.0%,Billboard,$19.77,7849,DXB,BOS,TRUE
SC Airlines,63.6%, $592.95 , $316.36 ,63.7%,Billboard,$20.09,7389,MDW,MIA,TRUE
Columbia,95.0%," $1,116.80 ", $278.41 ,78.3%,Billboard,$0.00,7205,MCO,SAN,TRUE
Columbia,94.0%," $1,353.40 ", $431.25 ,100.0%,Billboard,$0.00,7829,BOS,JFK,TRUE
SC Airlines,72.7%," $2,023.52 ", $488.80 ,71.1%,Television,$15.24,14306,ORD,IAD,FALSE
SC Airlines,59.0%, $715.69 , $349.55 ,59.3%,None,$21.87,6450,MIA,LAS,TRUE
Columbia,97.5%, $569.47 , $218.26 ,73.5%,None,$0.00,6143,DFW,LAS,TRUE
SC Airlines,59.4%," $1,949.44 ", $697.51 ,86.1%,Television,$15.80,15835,MDW,BKK,FALSE
Columbia,100.0%," $1,435.59 ", $428.76 ,98.0%,Billboard,$0.00,6649,LGA,JFK,TRUE
SC Airlines,55.1%," $1,210.75 ", $601.31 ,71.7%,Television,$22.03,12172,DTW,ATL,FALSE
SC Airlines,58.5%, $910.62 , $458.20 ,84.8%,Billboard,$22.02,6864,EWR,ATL,TRUE
SC Airlines,57.6%," $1,458.23 ", $472.58 ,72.9%,Television,$15.90,12927,LAS,MSP,FALSE
Columbia,97.2%, $807.59 , $279.97 ,82.3%,Billboard,$0.00,7397,JFK,BNA,TRUE
SC Airlines,61.9%, $683.45 , $281.23 ,74.8%,Billboard,$22.69,6609,MSP,DCA,TRUE
SC Airlines,48.9%, $939.80 , $402.72 ,62.9%,Billboard,$18.31,6939,MIA,BNA,TRUE
Columbia,86.1%, $987.36 , $287.38 ,74.7%,Billboard,$0.00,6679,DEN,PHL,TRUE
SC Airlines,68.9%, $570.43 , $259.42 ,69.5%,None,$18.69,7516,DTW,DFW,TRUE
SC Airlines,67.9%," $1,074.74 ", $250.27 ,69.6%,None,$22.98,7620,DTW,MSP,TRUE
SC Airlines,48.0%, $796.05 , $358.67 ,74.9%,None,$17.75,7662,SAN,ATL,TRUE
SC Airlines,58.8%, $894.85 , $440.42 ,80.9%,Billboard,$16.85,7404,DTW,LAX,TRUE
Columbia,90.9%," $1,029.91 ", $407.62 ,88.6%,Billboard,$0.00,7074,SFO,SFO,TRUE
Columbia,94.4%," $1,220.96 ", $405.19 ,86.4%,Billboard,$0.00,7188,MSP,SFO,TRUE
SC Airlines,53.7%, $681.19 , $268.67 ,70.7%,None,$23.13,7128,FLL,DTW,TRUE
SC Airlines,64.9%," $1,242.89 ", $290.67 ,72.8%,Billboard,$20.54,7174,LAS,ATL,TRUE
SC Airlines,66.9%," $1,079.88 ", $329.38 ,65.9%,Billboard,$18.97,7032,MSP,CLT,TRUE
SC Airlines,66.6%, $883.96 , $281.98 ,73.1%,Billboard,$23.32,6799,CLT,ATL,TRUE
Columbia,99.4%," $1,087.47 ", $256.06 ,78.8%,Billboard,$0.00,6936,MCO,SEA,TRUE
SC Airlines,69.6%," $1,825.18 ", $570.37 ,73.4%,Television,$23.33,15712,DTW,MSP,FALSE
SC Airlines,63.2%," $1,060.75 ", $465.88 ,88.2%,Billboard,$18.82,6298,ATL,BKK,TRUE
Columbia,72.2%, $718.40 , $317.12 ,73.2%,None,$0.00,6434,DFW,ATL,TRUE
SC Airlines,80.6%, $957.86 , $422.36 ,78.0%,Billboard,$16.62,6623,DTW,SFO,TRUE
SC Airlines,45.6%, $491.38 , $258.97 ,67.6%,None,$17.72,6687,MCO,ATL,TRUE
SC Airlines,72.7%," $1,271.34 ", $509.09 ,100.0%,Television,$24.48,6768,HND,JFK,TRUE
SC Airlines,67.8%, $628.20 , $406.51 ,70.3%,Billboard,$21.84,7780,LAX,MCO,TRUE
SC Airlines,72.7%, $975.31 , $222.26 ,60.7%,None,$22.80,6655,MSP,FLL,TRUE
SC Airlines,75.2%," $1,186.96 ", $439.91 ,68.4%,Billboard,$24.17,6724,MSP,MSP,TRUE
SC Airlines,68.1%," $1,094.71 ", $327.19 ,62.6%,Billboard,$20.24,6342,ATL,MIA,TRUE
Columbia,94.1%, $757.43 , $217.05 ,71.0%,None,$0.00,7875,PHL,ORD,TRUE
Columbia,85.5%, $606.45 , $338.71 ,85.8%,Billboard,$0.00,6968,DCA,ATL,TRUE
SC Airlines,57.1%," $1,411.51 ", $519.51 ,70.8%,Television,$16.54,13888,ATL,DTW,FALSE
SC Airlines,77.9%," $1,417.03 ", $351.58 ,79.1%,Billboard,$23.75,7406,SFO,DTW,TRUE
SC Airlines,70.9%," $1,073.97 ", $373.37 ,84.5%,Billboard,$24.26,6334,CAN,MSP,TRUE
SC Airlines,82.2%, $598.90 , $381.85 ,73.8%,Billboard,$17.53,6313,MSP,SFO,TRUE
SC Airlines,64.2%," $1,220.56 ", $482.79 ,91.8%,Billboard,$24.22,7374,IAD,EWR,TRUE
Columbia,68.9%, $901.50 , $347.72 ,81.9%,Billboard,$0.00,6297,MCO,SEA,TRUE
Columbia,72.8%, $990.31 , $291.27 ,72.7%,Billboard,$0.00,7855,SLC,DTW,TRUE
SC Airlines,61.6%," $1,066.56 ", $235.31 ,61.6%,None,$21.55,6801,DTW,DFW,TRUE
SC Airlines,65.7%," $1,028.13 ", $477.65 ,76.2%,Billboard,$16.22,7489,JFK,DTW,TRUE
SC Airlines,57.9%," $1,182.36 ", $676.65 ,70.9%,Television,$18.51,13433,MSP,MSP,FALSE
SC Airlines,56.3%," $1,020.67 ", $354.30 ,64.1%,Billboard,$15.65,6930,ATL,DFW,TRUE
Columbia,79.5%, $692.45 , $304.69 ,100.0%,None,$0.00,6853,EWR,BOS,TRUE
SC Airlines,54.4%," $2,062.73 ", $594.43 ,69.8%,Television,$19.24,13369,FLL,MSP,FALSE
SC Airlines,50.5%, $690.89 , $327.58 ,65.0%,None,$17.92,6960,ATL,MSP,TRUE
SC Airlines,46.4%," $1,087.10 ", $309.97 ,61.5%,Billboard,$24.49,6141,ORD,PHX,TRUE
Columbia,72.5%, $655.43 , $264.61 ,86.0%,None,$0.00,6178,ORD,BOS,TRUE
Columbia,93.4%, $916.60 , $361.03 ,81.9%,Billboard,$0.00,6955,MDW,BOS,TRUE
Columbia,81.4%, $886.18 , $300.84 ,70.7%,Billboard,$0.00,6458,IAH,BNA,TRUE
Columbia,69.0%," $1,379.94 ", $291.36 ,96.8%,Billboard,$0.00,7645,DCA,JFK,TRUE
SC Airlines,72.5%, $797.26 , $594.43 ,91.5%,Billboard,$23.66,7069,AMS,BKK,TRUE
SC Airlines,54.2%, $925.65 , $255.19 ,68.2%,Billboard,$17.29,7250,SAN,ATL,TRUE
Columbia,87.1%, $994.42 , $321.89 ,79.9%,Billboard,$0.00,7840,MCO,LAS,TRUE
Columbia,88.4%, $523.35 , $349.45 ,77.6%,None,$0.00,6751,DFW,SFO,TRUE
SC Airlines,66.2%, $926.99 , $310.38 ,70.1%,None,$16.30,6010,LAS,MCO,TRUE
SC Airlines,52.0%, $593.92 , $430.24 ,72.8%,Billboard,$16.49,6350,ATL,ATL,TRUE
SC Airlines,64.1%," $1,220.78 ", $397.07 ,95.0%,Billboard,$16.31,7100,DXB,DTW,TRUE
Columbia,85.2%, $674.54 , $220.67 ,77.3%,None,$0.00,6621,DCA,FLL,TRUE
Columbia,85.9%, $806.61 , $334.41 ,74.4%,Billboard,$0.00,7402,SEA,MDW,TRUE
SC Airlines,53.3%, $937.25 , $450.04 ,77.4%,Billboard,$22.23,6146,LAX,MSP,TRUE
SC Airlines,53.3%," $1,539.93 ", $583.51 ,67.6%,Television,$19.61,12316,SAN,BNA,FALSE
Columbia,92.9%, $827.74 , $328.97 ,93.8%,Billboard,$0.00,6875,IAD,EWR,TRUE
SC Airlines,69.7%," $1,268.11 ", $441.57 ,82.0%,Television,$19.99,7421,ATL,BOS,TRUE
SC Airlines,67.7%," $2,081.47 ", $508.89 ,70.9%,Television,$19.46,15259,SFO,CLT,FALSE
SC Airlines,58.8%," $1,421.86 ", $338.89 ,85.1%,Billboard,$22.11,7234,AUS,MUC,TRUE
SC Airlines,64.4%, $805.06 , $425.72 ,87.8%,Billboard,$20.66,7784,CGK,DTW,TRUE
SC Airlines,66.3%," $2,447.94 ", $370.29 ,68.6%,Television,$21.22,13810,MSP,DTW,FALSE
Columbia,95.7%," $1,035.13 ", $421.83 ,96.3%,Billboard,$0.00,6853,SFO,EWR,TRUE
Columbia,85.4%, $589.37 , $341.73 ,76.5%,None,$0.00,6633,SAN,BNA,TRUE
SC Airlines,61.6%," $2,205.66 ", $667.59 ,69.3%,Television,$19.62,15229,DTW,DTW,FALSE
SC Airlines,52.0%, $965.85 , $456.64 ,100.0%,Billboard,$21.17,7442,FRA,PEK,TRUE
SC Airlines,44.4%," $1,135.83 ", $517.50 ,84.7%,Billboard,$22.98,7643,FCO,DEN,TRUE
Columbia,91.4%, $562.42 , $242.38 ,83.4%,None,$0.00,7319,SFO,DEN,TRUE
SC Airlines,77.2%, $880.41 , $494.04 ,79.1%,Billboard,$20.16,6851,FLL,BOS,TRUE
Columbia,84.0%, $828.30 , $313.82 ,74.6%,None,$0.00,7838,BNA,LAS,TRUE
Columbia,83.8%, $961.08 , $399.12 ,87.7%,Billboard,$0.00,6399,JFK,SLC,TRUE
SC Airlines,58.6%, $645.56 , $391.92 ,85.8%,Billboard,$17.95,6877,SEA,MUC,TRUE
Columbia,84.2%, $960.00 , $329.18 ,77.8%,Billboard,$0.00,6228,IAH,DEN,TRUE
SC Airlines,78.7%," $1,202.79 ", $481.14 ,80.8%,Television,$18.80,7625,ATL,JFK,TRUE
SC Airlines,62.6%," $1,172.32 ", $244.03 ,65.9%,None,$17.18,6774,LAS,DTW,TRUE
SC Airlines,76.1%," $2,129.63 ", $645.86 ,74.2%,Television,$18.25,13336,ATL,SFO,FALSE
Columbia,78.1%, $861.72 , $295.51 ,78.0%,Billboard,$0.00,7392,IAH,LAS,TRUE
SC Airlines,56.4%, $736.09 , $320.88 ,65.1%,None,$21.38,7171,MIA,MSP,TRUE
SC Airlines,80.7%," $1,289.14 ", $294.40 ,79.1%,Billboard,$21.70,6106,ATL,BOS,TRUE
SC Airlines,70.3%, $916.02 , $455.24 ,70.9%,Billboard,$18.60,6312,ATL,TPA,TRUE
Columbia,59.8%, $802.61 , $317.99 ,80.6%,Billboard,$0.00,7200,JFK,ORD,TRUE
Columbia,85.2%, $435.25 , $249.85 ,67.0%,None,$0.00,6684,BWI,SLC,TRUE
SC Airlines,58.9%," $1,265.85 ", $391.20 ,74.0%,Billboard,$22.14,7300,SFO,ATL,TRUE
SC Airlines,56.4%, $636.24 , $442.79 ,78.7%,Billboard,$21.27,7710,DCA,DTW,TRUE
SC Airlines,61.5%, $677.84 , $523.50 ,80.7%,Billboard,$17.70,6903,ATL,JFK,TRUE
SC Airlines,75.1%, $982.31 , $486.29 ,67.9%,Billboard,$20.03,13651,ATL,ATL,FALSE
SC Airlines,72.5%, $857.37 , $437.02 ,77.2%,Billboard,$21.09,6087,SFO,MSP,TRUE
Columbia,96.5%," $1,033.45 ", $385.89 ,80.1%,Billboard,$0.00,7371,DCA,MDW,TRUE
SC Airlines,49.2%, $988.32 , $394.31 ,67.7%,Billboard,$16.60,6398,DTW,ATL,TRUE
SC Airlines,57.1%, $897.49 , $382.00 ,72.8%,Billboard,$24.58,7251,DTW,ATL,TRUE
SC Airlines,54.1%," $1,211.13 ", $495.08 ,82.3%,Television,$21.90,6677,JFK,MSP,TRUE
Columbia,82.8%, $450.77 , $360.41 ,74.8%,None,$0.00,7174,ATL,MDW,TRUE
SC Airlines,63.9%, $576.03 , $395.61 ,65.0%,None,$23.70,7588,PHL,MSP,TRUE
SC Airlines,45.0%," $1,233.46 ", $268.31 ,69.4%,Billboard,$23.24,7801,MSP,DTW,TRUE
SC Airlines,47.1%, $516.05 , $378.16 ,65.0%,None,$20.99,6423,SLC,ATL,TRUE
SC Airlines,66.5%, $577.92 , $448.21 ,76.2%,Billboard,$17.31,7725,LGA,DTW,TRUE
SC Airlines,67.6%," $1,259.58 ", $322.45 ,74.8%,Billboard,$21.25,7788,LAX,DTW,TRUE
SC Airlines,74.7%, $659.22 , $535.21 ,83.6%,Billboard,$23.47,6927,SFO,BOS,TRUE
Columbia,77.2%, $504.06 , $199.89 ,68.5%,None,$0.00,6650,BNA,MIA,TRUE
Columbia,85.0%," $1,083.04 ", $210.18 ,75.4%,None,$0.00,6554,MIA,MIA,TRUE
SC Airlines,63.8%," $1,065.24 ", $368.67 ,65.3%,Billboard,$17.52,7413,PHL,LAX,TRUE
Columbia,99.6%, $883.46 , $288.66 ,69.3%,Billboard,$0.00,7467,SLC,SLC,TRUE
SC Airlines,65.1%," $2,407.66 ", $444.34 ,71.3%,Television,$15.27,15824,ATL,DTW,FALSE
Columbia,69.1%, $658.71 , $306.35 ,69.7%,None,$0.00,7126,DFW,BNA,TRUE
SC Airlines,82.8%," $1,419.66 ", $374.16 ,83.7%,Billboard,$18.63,7114,JFK,MCO,TRUE
SC Airlines,52.7%," $1,080.55 ", $299.96 ,67.7%,Billboard,$22.05,7673,ATL,MCO,TRUE
SC Airlines,61.6%," $1,347.27 ", $526.06 ,72.3%,Television,$20.85,12788,SFO,DTW,FALSE
SC Airlines,62.5%, $649.49 , $232.34 ,66.2%,None,$18.80,7363,DTW,DTW,TRUE
SC Airlines,44.3%," $1,088.73 ", $668.10 ,69.9%,Television,$20.39,12697,LAX,ATL,FALSE
SC Airlines,64.1%," $1,760.76 ", $598.02 ,63.2%,Television,$23.81,13216,DTW,SLC,FALSE
SC Airlines,71.3%, $982.59 , $268.18 ,71.8%,Billboard,$16.56,7024,ATL,MIA,TRUE
Columbia,89.5%, $950.35 , $299.54 ,88.8%,Billboard,$0.00,7250,LGA,SFO,TRUE
SC Airlines,59.4%," $1,004.87 ", $371.28 ,65.1%,Billboard,$22.46,7221,MSP,MSP,TRUE
SC Airlines,60.4%," $1,367.86 ", $530.98 ,85.0%,Television,$18.26,7490,ATL,MAD,TRUE
SC Airlines,67.6%," $1,578.19 ", $621.65 ,68.3%,Television,$18.54,14408,MSP,TPA,FALSE
SC Airlines,58.0%," $1,107.93 ", $504.29 ,79.0%,Billboard,$19.16,7224,MUC,MSP,TRUE
Columbia,76.4%," $1,066.56 ", $302.29 ,90.0%,Billboard,$0.00,7030,LAX,DCA,TRUE
Columbia,76.5%, $691.73 , $288.17 ,66.9%,None,$0.00,7059,IAH,ORD,TRUE
Columbia,97.9%, $709.63 , $423.67 ,89.1%,Billboard,$0.00,7927,EWR,DEN,TRUE
SC Airlines,83.4%, $672.31 , $251.84 ,68.5%,None,$17.41,7976,DTW,LAS,TRUE
Columbia,93.5%," $1,213.34 ", $237.73 ,83.5%,None,$0.00,6700,MSP,LGA,TRUE
Columbia,78.7%, $755.32 , $284.36 ,77.0%,Billboard,$0.00,7459,MIA,DEN,TRUE
SC Airlines,68.3%," $1,180.39 ", $373.77 ,88.9%,Billboard,$23.17,6439,BOS,JFK,TRUE
SC Airlines,55.8%," $1,125.60 ", $394.55 ,69.5%,Billboard,$19.60,6961,DTW,MSP,TRUE
SC Airlines,66.7%," $2,417.84 ", $833.28 ,94.2%,Television,$19.81,15861,HKG,SLC,FALSE
SC Airlines,56.4%, $528.35 , $356.03 ,65.2%,Billboard,$21.93,7674,MSP,MIA,TRUE
SC Airlines,68.1%," $1,359.91 ", $595.89 ,73.5%,Television,$21.27,12889,MSP,LAS,FALSE
SC Airlines,63.3%, $868.40 , $280.17 ,79.6%,None,$23.90,7305,DTW,EWR,TRUE
Columbia,91.3%, $687.35 , $340.45 ,76.4%,None,$0.00,6077,DEN,FLL,TRUE
SC Airlines,60.7%," $1,312.18 ", $396.39 ,64.3%,Billboard,$20.20,12351,MDW,ATL,FALSE
SC Airlines,69.7%, $669.13 , $231.45 ,55.6%,None,$21.29,7235,MDW,FLL,TRUE
SC Airlines,52.7%," $1,125.55 ", $266.55 ,75.8%,None,$16.13,6971,LGA,ATL,TRUE
SC Airlines,54.5%, $872.87 , $262.60 ,63.7%,Billboard,$15.92,7423,DTW,FLL,TRUE
SC Airlines,63.1%, $993.23 , $428.54 ,69.9%,Billboard,$16.45,7360,ORD,MCO,TRUE
SC Airlines,57.8%," $1,246.87 ", $280.32 ,79.4%,Billboard,$19.57,6530,MUC,SLC,TRUE
SC Airlines,62.1%, $723.76 , $464.95 ,76.5%,Billboard,$17.62,7874,JFK,LAS,TRUE
Columbia,85.2%, $755.42 , $209.60 ,74.7%,None,$0.00,6926,DFW,LAS,TRUE
SC Airlines,58.0%, $728.44 , $321.80 ,84.6%,None,$20.60,6829,DEN,LHR,TRUE
SC Airlines,72.4%, $447.26 , $354.63 ,60.6%,None,$21.08,7238,MSP,ORD,TRUE
Columbia,97.3%," $1,070.32 ", $228.87 ,74.0%,None,$0.00,7238,SAN,ORD,TRUE
Columbia,72.7%," $1,096.33 ", $334.87 ,77.3%,Billboard,$0.00,6865,SAN,DEN,TRUE
Columbia,79.9%," $1,112.00 ", $355.75 ,81.0%,Billboard,$0.00,7835,ORD,LAX,TRUE
SC Airlines,73.8%," $1,221.73 ", $399.51 ,75.1%,Billboard,$18.17,13324,SAN,SEA,FALSE
SC Airlines,60.2%, $396.65 , $291.15 ,54.9%,None,$20.36,7319,BWI,AUS,TRUE
SC Airlines,61.1%," $1,676.50 ", $631.30 ,84.3%,Television,$15.30,15880,ATL,FCO,FALSE
SC Airlines,74.1%," $1,370.53 ", $489.29 ,95.4%,Television,$16.64,7146,LAX,MAD,TRUE
Columbia,91.2%, $921.73 , $247.87 ,81.5%,Billboard,$0.00,6183,LAS,DTW,TRUE
SC Airlines,60.8%," $1,066.64 ", $468.90 ,77.3%,Billboard,$23.15,7768,MSP,SFO,TRUE
SC Airlines,47.0%," $1,184.76 ", $425.83 ,70.5%,Billboard,$18.84,6128,SEA,DEN,TRUE
SC Airlines,68.4%," $1,086.51 ", $431.07 ,78.4%,Billboard,$22.04,6139,LAX,DTW,TRUE
SC Airlines,62.5%," $1,065.98 ", $377.23 ,60.5%,Billboard,$15.71,6103,DTW,PHL,TRUE
Columbia,70.7%, $993.06 , $243.50 ,77.9%,None,$0.00,6822,MDW,SFO,TRUE
SC Airlines,64.7%, $541.26 , $285.43 ,72.8%,None,$16.48,7301,DEN,MCO,TRUE
SC Airlines,58.7%," $1,086.07 ", $302.09 ,69.0%,Billboard,$23.74,6158,MSP,MSP,TRUE
Columbia,77.5%, $746.83 , $186.55 ,61.1%,None,$0.00,7068,DFW,BWI,TRUE
Columbia,93.0%, $760.06 , $248.85 ,85.8%,None,$0.00,7749,ORD,BOS,TRUE
SC Airlines,62.6%, $728.28 , $262.64 ,66.4%,None,$19.25,7818,ATL,ORD,TRUE
Columbia,90.4%, $661.53 , $382.32 ,79.2%,Billboard,$0.00,6016,MDW,LGA,TRUE
Columbia,94.8%, $816.86 , $306.98 ,75.7%,None,$0.00,7227,DEN,FLL,TRUE
Columbia,92.5%, $707.27 , $311.75 ,69.2%,None,$0.00,7294,DFW,IAH,TRUE
SC Airlines,37.7%," $1,015.41 ", $484.15 ,78.5%,Billboard,$20.33,7168,BOS,ATL,TRUE
SC Airlines,55.9%," $2,685.34 ", $532.80 ,76.4%,Television,$15.39,13141,LAX,DTW,FALSE
SC Airlines,50.4%," $3,148.70 ", $974.36 ,100.0%,Television,$22.98,12916,JFK,BKK,FALSE
SC Airlines,53.4%," $1,163.74 ", $377.33 ,72.0%,Billboard,$19.24,6135,DTW,ATL,TRUE
Columbia,72.5%, $833.87 , $347.36 ,76.5%,None,$0.00,6313,MDW,DTW,TRUE
SC Airlines,72.8%, $842.52 , $371.30 ,72.7%,None,$22.35,7929,MSP,MCO,TRUE
SC Airlines,52.0%, $685.45 , $306.71 ,64.8%,Billboard,$24.76,6909,TPA,ATL,TRUE
SC Airlines,76.1%," $1,013.97 ", $390.77 ,61.2%,Billboard,$19.49,6699,IAH,DTW,TRUE
SC Airlines,58.3%," $1,163.45 ", $398.36 ,65.9%,Billboard,$19.48,6391,IAH,DEN,TRUE
Columbia,82.6%, $959.86 , $282.07 ,77.1%,Billboard,$0.00,6619,IAH,DTW,TRUE
SC Airlines,74.9%," $1,042.53 ", $226.36 ,61.6%,None,$24.52,6079,IAH,MIA,TRUE
Columbia,88.1%, $695.05 , $288.75 ,76.5%,None,$0.00,6558,SLC,TPA,TRUE
SC Airlines,63.9%," $1,295.20 ", $456.14 ,68.5%,Billboard,$23.65,14620,LAS,ATL,FALSE
SC Airlines,56.7%," $1,194.27 ", $404.42 ,72.5%,Billboard,$22.79,7901,MSP,DCA,TRUE
SC Airlines,73.1%," $1,299.05 ", $511.00 ,81.1%,Television,$24.21,7717,IAD,LAS,TRUE
Columbia,87.6%," $1,009.35 ", $347.01 ,76.3%,Billboard,$0.00,7580,ATL,DFW,TRUE
Columbia,88.8%, $990.54 , $413.22 ,88.9%,Billboard,$0.00,6504,ATL,JFK,TRUE
SC Airlines,65.9%, $869.66 , $398.17 ,65.3%,Billboard,$23.87,7605,SEA,FLL,TRUE
Columbia,81.9%, $832.93 , $231.48 ,68.9%,None,$0.00,6682,SLC,FLL,TRUE
Columbia,82.5%, $886.05 , $383.63 ,77.1%,Billboard,$0.00,7901,PHL,DCA,TRUE
SC Airlines,63.4%, $950.68 , $278.91 ,66.5%,Billboard,$21.14,7492,MIA,DEN,TRUE
SC Airlines,64.6%, $845.92 , $454.53 ,71.0%,Billboard,$24.43,7435,MCO,ATL,TRUE
SC Airlines,67.7%, $659.92 , $372.83 ,87.0%,Billboard,$20.39,7438,MSP,PEK,TRUE
SC Airlines,74.9%," $1,784.18 ", $598.88 ,71.6%,Television,$20.46,13237,MIA,SFO,FALSE
Columbia,84.0%," $1,259.54 ", $471.26 ,96.0%,Billboard,$0.00,7432,LGA,EWR,TRUE
SC Airlines,55.6%, $846.27 , $293.43 ,69.6%,None,$24.20,6755,DTW,SEA,TRUE
SC Airlines,62.2%, $615.65 , $495.31 ,79.2%,Billboard,$20.72,6549,BWI,PEK,TRUE
Columbia,89.0%, $556.04 , $373.90 ,86.4%,Billboard,$0.00,7874,ORD,JFK,TRUE
SC Airlines,66.4%, $592.30 , $325.95 ,69.2%,None,$16.98,6138,DTW,MSP,TRUE
SC Airlines,64.0%, $657.41 , $524.85 ,82.1%,Billboard,$21.51,6298,MIA,PVG,TRUE
SC Airlines,62.4%," $1,092.92 ", $405.86 ,67.1%,Billboard,$17.15,7581,ATL,ATL,TRUE
SC Airlines,66.1%, $897.50 , $381.14 ,83.9%,Billboard,$24.52,7599,DTW,CDG,TRUE
SC Airlines,65.5%," $2,912.11 ", $819.57 ,86.3%,Television,$18.70,15097,JFK,BOS,FALSE
SC Airlines,79.0%, $625.77 , $421.21 ,77.1%,Billboard,$16.63,6213,DTW,IAD,TRUE
Columbia,86.6%, $746.39 , $299.08 ,83.6%,None,$0.00,6149,MIA,LGA,TRUE
SC Airlines,54.2%, $571.32 , $281.33 ,74.9%,None,$17.88,6391,MSP,BOS,TRUE
SC Airlines,53.5%," $1,034.86 ", $301.58 ,74.9%,Billboard,$19.61,6699,DTW,LGA,TRUE
SC Airlines,72.4%, $481.40 , $279.26 ,66.7%,None,$18.41,7341,TPA,BNA,TRUE
Columbia,83.8%, $627.92 , $315.11 ,80.3%,None,$0.00,7178,MDW,SFO,TRUE
SC Airlines,58.1%, $672.98 , $402.99 ,68.1%,None,$22.16,6245,FLL,DCA,TRUE
Columbia,71.0%, $923.53 , $413.56 ,82.9%,Billboard,$0.00,7680,AUS,LAX,TRUE
SC Airlines,82.8%, $647.26 , $293.06 ,77.0%,None,$20.47,6412,DTW,JFK,TRUE
SC Airlines,54.5%," $1,140.78 ", $328.70 ,63.9%,Billboard,$18.24,7953,ORD,ATL,TRUE
Columbia,93.8%, $727.56 , $331.97 ,76.0%,Billboard,$0.00,7361,MIA,MSP,TRUE
SC Airlines,59.6%," $1,021.39 ", $282.95 ,70.8%,Billboard,$15.81,7196,DTW,DTW,TRUE
Columbia,77.5%, $663.36 , $210.05 ,74.6%,None,$0.00,6011,ATL,MDW,TRUE
Columbia,81.9%, $950.72 , $310.47 ,69.0%,Billboard,$0.00,6474,DFW,ORD,TRUE
Columbia,72.7%, $780.29 , $341.51 ,74.7%,None,$0.00,7425,DEN,DFW,TRUE
SC Airlines,52.7%," $1,580.54 ", $529.12 ,88.0%,Television,$24.68,6395,LHR,MSP,TRUE
SC Airlines,80.2%," $2,149.93 ", $461.18 ,75.7%,Television,$19.85,14201,LAX,DTW,FALSE
Columbia,86.2%, $812.63 , $341.87 ,80.2%,Billboard,$0.00,6563,LAX,ORD,TRUE
Columbia,67.2%, $494.01 , $262.97 ,78.6%,None,$0.00,7219,SFO,IAH,TRUE
SC Airlines,59.6%," $1,152.50 ", $315.22 ,70.3%,Billboard,$22.12,6428,MSP,ATL,TRUE
SC Airlines,68.7%, $655.82 , $475.45 ,77.5%,Billboard,$17.92,7355,LAX,MSP,TRUE
SC Airlines,62.4%," $1,376.16 ", $480.67 ,77.3%,Television,$22.79,15054,DTW,AMS,FALSE
SC Airlines,56.2%, $864.30 , $416.07 ,71.1%,Billboard,$19.61,6369,MSP,DTW,TRUE
SC Airlines,54.3%," $1,072.96 ", $641.74 ,71.6%,Television,$19.95,12588,ATL,DFW,FALSE
SC Airlines,66.4%," $1,583.05 ", $556.16 ,89.1%,Television,$16.30,6734,JFK,BOS,TRUE
SC Airlines,60.8%, $627.47 , $221.87 ,60.4%,None,$23.02,6251,DEN,BWI,TRUE
SC Airlines,61.7%, $763.38 , $426.45 ,67.0%,Billboard,$18.80,6238,ATL,LAS,TRUE
